company_name,category,country_code,year_founded,funding_range,profile_url
Medallion,AI in Healthcare,US,2020,$100M-$500M,https://www.ai-market-watch.com/company/medallion
Medical AI,AI in Healthcare,KR,2019,$10M-$50M,https://www.ai-market-watch.com/company/medical-ai
Medipal,AI in Healthcare,KR,2020,$1M-$10M,https://www.ai-market-watch.com/company/medipal
Medly AI,AI in Education,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/medly-ai
Medmain,AI in Healthcare,JP,2018,$10M-$50M,https://www.ai-market-watch.com/company/medmain
Medow Health,AI in Healthcare,AU,2023,$1M-$10M,https://www.ai-market-watch.com/company/medow-health
Medtrip,AI in Healthcare,ID,2023,Undisclosed,https://www.ai-market-watch.com/company/medtrip
MEDvidi,AI in Healthcare,US,2019,$1M-$10M,https://www.ai-market-watch.com/company/medvidi
Meesho,,IN,2015,$1B+,https://www.ai-market-watch.com/company/meesho
Meet-Ting,AI Agents,GB,2024,<$1M,https://www.ai-market-watch.com/company/meet-ting
MeetGeek,AI Agents,RO,2020,$1M-$10M,https://www.ai-market-watch.com/company/meetgeek
Meeting.ai,AI in Productivity,SG,2022,Undisclosed,https://www.ai-market-watch.com/company/meeting-ai
MeetKai Inc.,AI Infrastructure,US,2018,Undisclosed,https://www.ai-market-watch.com/company/meetkai-inc
MEGA.AI,Voice / Speech AI,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/mega-ai
MegaMinds,AI in Education,US,2021,Undisclosed,https://www.ai-market-watch.com/company/megaminds
MegazoneCloud,AI Infrastructure,KR,2018,$500M-$1B,https://www.ai-market-watch.com/company/megazonecloud
mEinstein,AI Agents,US,2019,$1M-$10M,https://www.ai-market-watch.com/company/meinstein
MeiraGTx Holdings plc,AI in Healthcare,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/meiragtx-holdings-plc
Meissa,AI in Defense / Aerospace,KR,2017,$10M-$50M,https://www.ai-market-watch.com/company/meissa
MeltPlan,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/meltplan
Mem AI,Natural Language Processing,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/mem-ai
Mem0,AI Infrastructure,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/mem0
Memeagent,AI in Marketing,LR,2024,Undisclosed,https://www.ai-market-watch.com/company/memeagent
MemoraX AI,Foundation Models / LLMs,CN,2026,$10M-$50M,https://www.ai-market-watch.com/company/memorax-ai
Memories.ai,Computer Vision,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/memories-ai
Menos AI,AI in Fintech,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/menos-ai
Mentee Robotics,Robotics / Embodied AI,IL,2022,$10M-$50M,https://www.ai-market-watch.com/company/mentee-robotics
Meolaa,AI Search / Retrieval,IN,2022,$1M-$10M,https://www.ai-market-watch.com/company/meolaa
MEQ Solutions,AI in Agriculture,AU,2016,$10M-$50M,https://www.ai-market-watch.com/company/meq-solutions
Mercanis,AI in Supply Chain / Logistics,DE,2020,$10M-$50M,https://www.ai-market-watch.com/company/mercanis
Mercor,AI in HR & Talent,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/mercor
Merge API Inc.,AI Infrastructure,US,2020,$50M-$100M,https://www.ai-market-watch.com/company/merge-api-inc
Merge Labs,AI in Education,US,2014,$10M-$50M,https://www.ai-market-watch.com/company/merge-labs
Meridian,AI in Fintech,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/meridian
Merlin Labs,Autonomous Vehicles,US,2018,$100M-$500M,https://www.ai-market-watch.com/company/merlin-labs
Merx,AI in Marketing,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/merx
MeshDefend,AI Infrastructure,IN,2025,$1M-$10M,https://www.ai-market-watch.com/company/meshdefend
Metacrowd,AI in Cybersecurity,KR,2022,Undisclosed,https://www.ai-market-watch.com/company/metacrowd
Metaforms,AI Agents,IN,2022,$10M-$50M,https://www.ai-market-watch.com/company/metaforms
"MetAI Technology Co., Ltd.",Foundation Models / LLMs,TW,2022,$1M-$10M,https://www.ai-market-watch.com/company/metai-technology-co-ltd
Metaview,AI in Analytics & BI,GB,2018,$10M-$50M,https://www.ai-market-watch.com/company/metaview
MetaX,AI Infrastructure,CN,2020,$500M-$1B,https://www.ai-market-watch.com/company/metax
Method AI,AI in Healthcare,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/method-ai
METiS TechBio (剂泰科技),AI in Biotech / Drug Discovery,CN,2020,$100M-$500M,https://www.ai-market-watch.com/company/metis-techbio
Metric,AI in Marketing,DE,2019,$1M-$10M,https://www.ai-market-watch.com/company/metric
MetroElectro,AI in Climate / Energy,AU,2024,$1M-$10M,https://www.ai-market-watch.com/company/metroelectro
Metronome,AI in Fintech,US,2020,$100M-$500M,https://www.ai-market-watch.com/company/metronome
Metropolis,Computer Vision,US,2017,$1B+,https://www.ai-market-watch.com/company/metropolis
Metya,AI in Fintech,SG,2023,$50M-$100M,https://www.ai-market-watch.com/company/metya
MGT,AI in Fintech,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/mgt
MGT Insurance,AI in Fintech,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/mgt-insurance
MGX,AI Infrastructure,AE,2024,Undisclosed,https://www.ai-market-watch.com/company/mgx
Micro1,AI in HR & Talent,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/micro1
MicroAGI,Robotics / Embodied AI,DE,2025,$1M-$10M,https://www.ai-market-watch.com/company/microagi
MicroAGI (Shift),Robotics / Embodied AI,DE,2025,$50M-$100M,https://www.ai-market-watch.com/company/microagi-shift
Micronity Inc.,AI Agents,JP,2025,$10M-$50M,https://www.ai-market-watch.com/company/micronity-inc
Midi Health,AI in Healthcare,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/midi-health
Midjourney,Generative Media (Image / Video),US,2021,Undisclosed,https://www.ai-market-watch.com/company/midjourney
Midnight,AI Infrastructure,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/midnight
Miko,Robotics / Embodied AI,IN,2015,$50M-$100M,https://www.ai-market-watch.com/company/miko
Milestone,AI Developer Tools,IL,2024,$10M-$50M,https://www.ai-market-watch.com/company/milestone
Miletos,AI in Fintech,JP,2016,$10M-$50M,https://www.ai-market-watch.com/company/miletos
MilkStraw AI,AI Infrastructure,AE,2023,$1M-$10M,https://www.ai-market-watch.com/company/milkstraw-ai
Mimica,AI Agents,GB,2017,$10M-$50M,https://www.ai-market-watch.com/company/mimica
mimik,AI Agents,US,2009,$10M-$50M,https://www.ai-market-watch.com/company/mimik
MIND of Pepe,AI Agents,,2023,$10M-$50M,https://www.ai-market-watch.com/company/mind-of-pepe
Mind Robotics,Robotics / Embodied AI,US,2025,$1B+,https://www.ai-market-watch.com/company/mind-robotics
Mindgard,AI in Cybersecurity,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/mindgard
Mindoo,AI in Healthcare,BE,2025,$1M-$10M,https://www.ai-market-watch.com/company/mindoo
Mindpeak,AI in Healthcare,DE,2018,$10M-$50M,https://www.ai-market-watch.com/company/mindpeak
Mindtree,AI in Healthcare,KR,2022,Undisclosed,https://www.ai-market-watch.com/company/mindtree
Mine,AI in Fintech,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/mine
Minfy Technologies,AI in Analytics & BI,IN,2016,Undisclosed,https://www.ai-market-watch.com/company/minfy-technologies
MiniMax,Foundation Models / LLMs,CN,2021,$1B+,https://www.ai-market-watch.com/company/minimax
Minimus,AI in Cybersecurity,IL,2022,$50M-$100M,https://www.ai-market-watch.com/company/minimus
MiniPix,Foundation Models / LLMs,IN,2020,<$1M,https://www.ai-market-watch.com/company/minipix
Minit Games,AI in Media / Gaming / Entertainment,DE,2025,$1M-$10M,https://www.ai-market-watch.com/company/minit-games
Minitap,AI Developer Tools,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/minitap
Minivet AI,Foundation Models / LLMs,IN,2024,Undisclosed,https://www.ai-market-watch.com/company/minivet-ai
Mintlify,AI Developer Tools,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/mintlify
Mira,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/mira
Mirage,Generative Media (Image / Video),US,2021,$100M-$500M,https://www.ai-market-watch.com/company/mirage
Mirai,AI Infrastructure,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/mirai
Mirana Toys,Robotics / Embodied AI,IN,2021,$1M-$10M,https://www.ai-market-watch.com/company/mirana-toys
Mirelo AI,Voice / Speech AI,DE,2023,$10M-$50M,https://www.ai-market-watch.com/company/mirelo-ai
Mirror Security,AI in Cybersecurity,IE,2024,$1M-$10M,https://www.ai-market-watch.com/company/mirror-security
Misochain,AI in Supply Chain / Logistics,IN,2019,$1M-$10M,https://www.ai-market-watch.com/company/misochain
Mission Media AI,AI in Marketing,US,2025,Undisclosed,https://www.ai-market-watch.com/company/mission-media-ai
Mistral AI,Foundation Models / LLMs,FR,2023,$1B+,https://www.ai-market-watch.com/company/mistral-ai
Mithril,Computer Vision,KR,2023,$1M-$10M,https://www.ai-market-watch.com/company/mithril
Mitigata,AI in Cybersecurity,IN,2023,$10M-$50M,https://www.ai-market-watch.com/company/mitigata
Mito,Generative Media (Image / Video),US,2025,$1M-$10M,https://www.ai-market-watch.com/company/mito
Mixx Technologies,AI Infrastructure,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/mixx-technologies
MK1,AI Infrastructure,US,2023,Undisclosed,https://www.ai-market-watch.com/company/mk1
Mngrs.ai,AI Agents,FR,2022,$1M-$10M,https://www.ai-market-watch.com/company/mngrs-ai
MNRGS.AI,AI Agents,FR,2022,$1M-$10M,https://www.ai-market-watch.com/company/mnrgs-ai
MobAI,,CN,2026,<$1M,https://www.ai-market-watch.com/company/mobai
Mobavenue AI Tech Limited,AI in Marketing,IN,2017,$10M-$50M,https://www.ai-market-watch.com/company/mobavenue-ai-tech-limited
Mobilint,AI Chips / Semiconductors,KR,2019,$50M-$100M,https://www.ai-market-watch.com/company/mobilint
Mobilio,Robotics / Embodied AI,KR,2016,Undisclosed,https://www.ai-market-watch.com/company/mobilio
Mobiltech,Robotics / Embodied AI,KR,2017,$10M-$50M,https://www.ai-market-watch.com/company/mobiltech
Moby,AI in Fintech,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/moby
Modal Labs,AI Infrastructure,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/modal-labs
MODE,AI in Supply Chain / Logistics,JP,2014,$10M-$50M,https://www.ai-market-watch.com/company/mode
Model ML,AI in Fintech,GB,2023,$50M-$100M,https://www.ai-market-watch.com/company/model-ml
ModelBest,Foundation Models / LLMs,CN,2022,$100M-$500M,https://www.ai-market-watch.com/company/modelbest
Modella AI,AI in Healthcare,US,2022,Undisclosed,https://www.ai-market-watch.com/company/modella-ai
Modem,AI Developer Tools,CA,2025,$1M-$10M,https://www.ai-market-watch.com/company/modem
Modern Life,AI in Fintech,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/modern-life
Modern Relay,AI Infrastructure,ES,2025,$1M-$10M,https://www.ai-market-watch.com/company/modern-relay
Modpick,AI in Retail / E-commerce,KR,2025,Undisclosed,https://www.ai-market-watch.com/company/modpick
Modular,AI Infrastructure,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/modular
Modus,AI in Fintech,US,2025,$50M-$100M,https://www.ai-market-watch.com/company/modus
Modusign,AI in Legal,KR,2015,$10M-$50M,https://www.ai-market-watch.com/company/modusign
MoEngage,AI in Marketing,US,2014,$100M-$500M,https://www.ai-market-watch.com/company/moengage
Moglix,AI in Supply Chain / Logistics,IN,2015,$100M-$500M,https://www.ai-market-watch.com/company/moglix
MOGOPLUS,AI in Fintech,GB,2013,$1M-$10M,https://www.ai-market-watch.com/company/mogoplus
Mohami,AI Developer Tools,US,2016,Undisclosed,https://www.ai-market-watch.com/company/mohami
Moises,Voice / Speech AI,US,2019,$50M-$100M,https://www.ai-market-watch.com/company/moises
Mojo Vision,AI Chips / Semiconductors,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/mojo-vision
Mokn,AI in Cybersecurity,FR,2023,$1M-$10M,https://www.ai-market-watch.com/company/mokn
MoleculeMind,AI in Biotech / Drug Discovery,CN,2022,$100M-$500M,https://www.ai-market-watch.com/company/moleculemind
molmir,AI in Biotech / Drug Discovery,JP,2022,$1M-$10M,https://www.ai-market-watch.com/company/molmir
Moloco,AI in Marketing,US,2013,$100M-$500M,https://www.ai-market-watch.com/company/moloco
Moltbook,AI Agents,US,2026,Undisclosed,https://www.ai-market-watch.com/company/moltbook
Moltbot,AI Infrastructure,AT,2025,Undisclosed,https://www.ai-market-watch.com/company/moltbot
MoltMatch,AI Infrastructure,US,2024,Undisclosed,https://www.ai-market-watch.com/company/moltmatch
Moment,AI in Fintech,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/moment
Momentic,AI Developer Tools,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/momentic
Moments Lab,Generative Media (Image / Video),FR,2016,$10M-$50M,https://www.ai-market-watch.com/company/moments-lab
Monaco,AI in Marketing,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/monaco
Monarch Tractor,Robotics / Embodied AI,US,2018,$100M-$500M,https://www.ai-market-watch.com/company/monarch-tractor
Mondrian AI,ML Ops / ML Platforms,KR,2018,$1M-$10M,https://www.ai-market-watch.com/company/mondrian-ai
Money Forward Private Bank,AI in Fintech,JP,2024,$1M-$10M,https://www.ai-market-watch.com/company/money-forward-private-bank
Monk,AI in Fintech,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/monk
Monolith AI,AI Infrastructure,GB,2016,$10M-$50M,https://www.ai-market-watch.com/company/monolith-ai
Monq,AI in Marketing,GB,2025,$1M-$10M,https://www.ai-market-watch.com/company/monq
MONTEE AI,AI in Education,CN,2025,Undisclosed,https://www.ai-market-watch.com/company/montee-ai
MontyCloud,AI Infrastructure,US,2018,$10M-$50M,https://www.ai-market-watch.com/company/montycloud
MoonAI,AI Agents,KZ,2023,<$1M,https://www.ai-market-watch.com/company/moonai
Moonhub,AI in HR & Talent,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/moonhub
Moonlake AI,Foundation Models / LLMs,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/moonlake-ai
Moonlight AI,AI in Healthcare,CH,2022,$1M-$10M,https://www.ai-market-watch.com/company/moonlight-ai
"MOONNOX, Inc.",AI Developer Tools,US,2022,Undisclosed,https://www.ai-market-watch.com/company/moonnox-inc
MoonPay,AI Infrastructure,US,2019,$500M-$1B,https://www.ai-market-watch.com/company/moonpay
Moonshine AI,Voice / Speech AI,US,2022,Undisclosed,https://www.ai-market-watch.com/company/moonshine-ai
Moonshot AI,AI Infrastructure,CN,2023,$1B+,https://www.ai-market-watch.com/company/moonshot-ai
Moonvalley,Generative Media (Image / Video),US,2023,$100M-$500M,https://www.ai-market-watch.com/company/moonvalley
Moore Threads,AI Infrastructure,CN,2020,$500M-$1B,https://www.ai-market-watch.com/company/moore-threads
Morada.ai,AI in Marketing,BR,2021,$1M-$10M,https://www.ai-market-watch.com/company/morada-ai
Morph Systems,AI Agents,KR,2024,Undisclosed,https://www.ai-market-watch.com/company/morph-systems
Mosaic,AI in Fintech,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/mosaic
Motif,AI Infrastructure,KR,2025,Undisclosed,https://www.ai-market-watch.com/company/motif
Motion,AI Agents,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/motion
Motive,AI in Supply Chain / Logistics,US,2013,$500M-$1B,https://www.ai-market-watch.com/company/motive
MOTOR Ai,Robotics / Embodied AI,DE,2017,$10M-$50M,https://www.ai-market-watch.com/company/motor-ai
MoveAWheeL,AI in Government / Public Sector,KR,2020,$1M-$10M,https://www.ai-market-watch.com/company/moveawheel
Movetru,AI in Healthcare,GB,2020,$1M-$10M,https://www.ai-market-watch.com/company/movetru
Moveworks,AI Agents,US,2016,$100M-$500M,https://www.ai-market-watch.com/company/moveworks
Mowito,Robotics / Embodied AI,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/mowito
Moxso,AI in Cybersecurity,DK,2021,$1M-$10M,https://www.ai-market-watch.com/company/moxso
Mozart AI,Foundation Models / LLMs,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/mozart-ai
MPhora.ai,AI Infrastructure,US,2026,Undisclosed,https://www.ai-market-watch.com/company/mphora-ai
muffintech,AI Agents,DE,2021,$1M-$10M,https://www.ai-market-watch.com/company/muffintech
Muhayu,AI in Education,KR,2011,$10M-$50M,https://www.ai-market-watch.com/company/muhayu
MuleRun,AI Agents,SG,2025,Undisclosed,https://www.ai-market-watch.com/company/mulerun
Multibagg AI,AI in Fintech,IN,2024,<$1M,https://www.ai-market-watch.com/company/multibagg-ai
Multimedia Plus,AI in Marketing,US,1997,Undisclosed,https://www.ai-market-watch.com/company/multimedia-plus
MultiOn,AI Agents,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/multion
Multiplier Holdings,AI in Fintech,SG,2022,$10M-$50M,https://www.ai-market-watch.com/company/multiplier-holdings
MultiRotorResearch,Robotics / Embodied AI,NL,2021,<$1M,https://www.ai-market-watch.com/company/multirotorresearch
Multiverse Computing,AI Infrastructure,DE,2019,$100M-$500M,https://www.ai-market-watch.com/company/multiverse-computing
MultivisionDx,AI in Healthcare,FI,2025,$1M-$10M,https://www.ai-market-watch.com/company/multivisiondx
Munify,AI in Fintech,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/munify
Murphy,AI in Fintech,ES,2024,$10M-$50M,https://www.ai-market-watch.com/company/murphy
Musical AI,AI Infrastructure,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/musical-ai
Musubi,AI in Cybersecurity,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/musubi
Mutable Tactics,Robotics / Embodied AI,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/mutable-tactics
Muun AI,AI in Climate / Energy,SG,2025,<$1M,https://www.ai-market-watch.com/company/muun-ai
MW,Robotics / Embodied AI,JP,2024,$10M-$50M,https://www.ai-market-watch.com/company/mw
Myavana,AI in Retail / E-commerce,US,2012,$1M-$10M,https://www.ai-market-watch.com/company/myavana
MyDello,AI in Supply Chain / Logistics,EE,2021,$1M-$10M,https://www.ai-market-watch.com/company/mydello
Myelin Foundry,AI Infrastructure,IN,2019,$10M-$50M,https://www.ai-market-watch.com/company/myelin-foundry
MyHair AI,AI in Healthcare,US,2024,Undisclosed,https://www.ai-market-watch.com/company/myhair-ai
Mykare,AI in Healthcare,IN,2021,$1M-$10M,https://www.ai-market-watch.com/company/mykare
Mysa,AI in Fintech,IN,2023,$1M-$10M,https://www.ai-market-watch.com/company/mysa
MyShell,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/myshell
Mysten Labs,AI Infrastructure,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/mysten-labs
Mythic,AI Chips / Semiconductors,US,2012,$100M-$500M,https://www.ai-market-watch.com/company/mythic
Mythik,Generative Media (Image / Video),AE,2024,$10M-$50M,https://www.ai-market-watch.com/company/mythik
myUpchar,AI in Healthcare,IN,2016,$1M-$10M,https://www.ai-market-watch.com/company/myupchar
